"","V1","V2","V3","V4","V5","V6"
"1",0.0743655104028855,-0.124466001853202,-0.0877939742655871,-0.0119650169078199,0.066842732578644,0.278479464976157
"2",0.037162241317176,-0.0746178606253027,-0.187033100555419,-0.0500101133695459,-0.0271167321557269,-0.057878177074044
"3",-0.0379765633933133,0.121403837260417,0.0760999062597747,-0.0695479941600249,0.226188415949713,-0.0941990392509532
"4",-0.0345324295878067,0.0317792864117937,-0.0919739277426629,0.0174352435136436,-0.00677285725153578,-0.0687759491336288
"5",0.0194578432440717,0.0455491457153691,-0.284565148275588,0.215607344971503,-0.0393742748534953,-0.208283296171407
"6",0.082905073690528,0.0866715676473751,-0.0572974423143685,0.154168564971675,-0.00330547902261567,0.184229103881416
"7",0.119248144839284,-0.0109479211300632,0.104802667117416,-0.0889989113556586,0.0351691443749256,0.280191375583775
"8",0.136476258364431,-0.10040257076338,-0.20054291137319,-0.113227644320344,0.0250106490302835,-0.0645018507337321
"9",-0.050183402139615,-0.100880172988098,0.0370613212244617,-0.174884749929352,0.0445304793649446,-0.266408423033919
"10",-0.199839943888623,0.127740621164026,-0.216517783359953,0.00515492813077592,-0.122157068312303,-0.0342956497213773
"11",0.0733608692346901,0.141508283685839,0.182557824021257,0.0338493302328887,0.0985976646825707,-0.260749442796979
"12",0.04481142153424,-0.0360341758887236,0.154283598282627,0.0364011957051597,-0.0943486706788132,-0.0822831916756837
"13",0.0382734352822856,0.0151717575550784,-0.10990198409617,0.0600726946279848,-0.0670723866004076,-0.013574101865323
"14",0.053770101785977,0.0502113656905708,0.195613920899101,0.136210229422428,-0.0120578201887006,0.177415404770302
"15",-0.0442811979231758,-0.0908442542891824,0.0312644727555231,-0.0646116398442185,-0.0512859315269579,0.0869372451858873
"16",0.025734405856546,-0.0200326290892924,0.154922617444327,-0.0660174373404204,-0.106381081272209,-0.00122108854513744
"17",0.133246690443343,0.252299075515024,-0.0817665017725836,-0.176895493662654,-0.135376009115448,-0.211418699783346
"18",0.0273702936181918,0.248100348933362,-0.127647775943123,0.0496187299074681,0.0712072966050441,0.15052515553567
"19",0.272500961532961,0.173895490333828,0.010154637737941,0.0590127930868336,-0.222798434584264,0.00902486859483343
"20",-0.01013595422156,-0.102420791091241,-0.0568876374003514,0.116625097689128,0.121476790813121,-0.115444218879515
"21",-0.116281915115079,0.173343830697042,0.236355296681074,-0.0512374323164531,-0.104067258770765,-0.134064934381927
"22",0.0907509109226154,-0.032129729707633,0.136357012490919,0.0910634568541933,0.112320649729546,0.0871242384637486
"23",-0.080599891164,-0.0371645795561962,-0.0265027890568932,0.0739302796005916,-0.101494101478804,-0.0647850740683476
"24",-0.0760070280430239,0.0775622926059551,0.0788709512398836,0.201187441558561,-0.175391303043097,-0.349147387372869
"25",-0.0157796374806203,-0.313783620847513,0.113110254002841,0.149427655869474,0.0831435718224405,0.0584372543663195
"26",0.0915584175849216,-0.0259415615372334,0.167007324907733,-0.0782149325973726,-0.179930741167341,-0.000324481353090883
"27",-0.107379062643866,-0.0966358539513872,-0.16022453909168,0.218988362068982,-0.0263113020093954,0.162837790931852
"28",0.262614197755996,0.122365192015173,0.0767768519934539,-0.105369226551742,-0.0956486613406027,-0.150264828532957
"29",0.00326590383005465,0.0154515161169068,0.171334973856067,0.249771203900296,-0.0818902586191539,-0.00716857251795008
"30",-0.123884545734687,-0.12234839252442,0.0733399948004705,0.118851600402712,0.0477403649090988,0.0809139014605756
"31",-0.100035969752782,-0.0327909451755418,0.121421118948817,-0.00829062163240567,-0.0485020966546305,0.0456864282645118
"32",-0.189988469730651,0.0755994176825299,0.0742974784315478,-0.0527217252346046,0.0428113705205969,0.169554896042834
"33",0.0300949964072576,-0.127524962109577,-0.00426941591979658,0.00139036633460891,0.0457865927596581,0.0357785703841437
"34",-0.0745870270645599,0.121658559307589,-0.116640582285845,-0.15218872211408,0.0837457249781762,0.0674186456108656
"35",-0.116293898178141,-0.138221849833907,0.120723403701842,-0.0693695360992425,0.0638830614970139,0.0650893111098109
"36",0.00301572236331373,-0.291501741017732,-0.0746653157456251,-0.0373017300303126,-0.103462285899389,0.225415526849387
"37",-0.0550460620695368,-0.143071998436226,0.0857723271453659,0.0412607885785894,-0.105630150831375,-0.0155731897512222
